x-axis,2
second,Volt
-1.059375000000e-004, 4.77889e-002
-1.058335000000e-004, 3.97488e-002
-1.057295000000e-004, 4.77889e-002
-1.056255000000e-004, 4.77889e-002
-1.055215000000e-004, 4.77889e-002
-1.054175000000e-004, 4.77889e-002
-1.053135000000e-004, 4.77889e-002
-1.052095000000e-004, 4.77889e-002
-1.051055000000e-004, 4.77889e-002
-1.050015000000e-004, 4.77889e-002
-1.048975000000e-004, 5.58292e-002
-1.047935000000e-004, 5.58292e-002
-1.046895000000e-004, 4.77889e-002
-1.045855000000e-004, 5.58292e-002
-1.044815000000e-004, 5.58292e-002
-1.043775000000e-004, 5.58292e-002
-1.042735000000e-004, 5.58292e-002
-1.041695000000e-004, 4.77889e-002
-1.040655000000e-004, 5.58292e-002
-1.039615000000e-004, 5.58292e-002
-1.038575000000e-004, 5.58292e-002
-1.037535000000e-004, 5.58292e-002
-1.036495000000e-004, 5.58292e-002
-1.035455000000e-004, 6.38694e-002
-1.034415000000e-004, 5.58292e-002
-1.033375000000e-004, 6.38694e-002
-1.032335000000e-004, 5.58292e-002
-1.031295000000e-004, 5.58292e-002
-1.030255000000e-004, 5.58292e-002
-1.029215000000e-004, 6.38694e-002
-1.028175000000e-004, 5.58292e-002
-1.027135000000e-004, 5.58292e-002
-1.026095000000e-004, 6.38694e-002
-1.025055000000e-004, 5.58292e-002
-1.024015000000e-004, 6.38694e-002
-1.022975000000e-004, 6.38694e-002
-1.021935000000e-004, 6.38694e-002
-1.020895000000e-004, 6.38694e-002
-1.019855000000e-004, 5.58292e-002
-1.018815000000e-004, 6.38694e-002
-1.017775000000e-004, 5.58292e-002
-1.016735000000e-004, 6.38694e-002
-1.015695000000e-004, 5.58292e-002
-1.014655000000e-004, 6.38694e-002
-1.013615000000e-004, 5.58292e-002
-1.012575000000e-004, 5.58292e-002
-1.011535000000e-004, 5.58292e-002
-1.010495000000e-004, 5.58292e-002
-1.009455000000e-004, 5.58292e-002
-1.008415000000e-004, 5.58292e-002
-1.007375000000e-004, 6.38694e-002
-1.006335000000e-004, 5.58292e-002
-1.005295000000e-004, 5.58292e-002
-1.004255000000e-004, 5.58292e-002
-1.003215000000e-004, 6.38694e-002
-1.002175000000e-004, 5.58292e-002
-1.001135000000e-004, 5.58292e-002
-1.000095000000e-004, 5.58292e-002
-9.990550000000e-005, 5.58292e-002
-9.980150000000e-005, 5.58292e-002
-9.969750000000e-005, 5.58292e-002
-9.959350000000e-005, 5.58292e-002
-9.948950000000e-005, 5.58292e-002
-9.938550000000e-005, 4.77889e-002
-9.928150000000e-005, 5.58292e-002
-9.917750000000e-005, 5.58292e-002
-9.907350000000e-005, 5.58292e-002
-9.896950000000e-005, 4.77889e-002
-9.886550000000e-005, 4.77889e-002
-9.876150000000e-005, 4.77889e-002
-9.865750000000e-005, 4.77889e-002
-9.855350000000e-005, 4.77889e-002
-9.844950000000e-005, 4.77889e-002
-9.834550000000e-005, 4.77889e-002
-9.824150000000e-005, 4.77889e-002
-9.813750000000e-005, 4.77889e-002
-9.803350000000e-005, 3.97488e-002
-9.792950000000e-005, 4.77889e-002
-9.782550000000e-005, 4.77889e-002
-9.772150000000e-005, 3.97488e-002
-9.761750000000e-005, 3.97488e-002
-9.751350000000e-005, 4.77889e-002
-9.740950000000e-005, 3.97488e-002
-9.730550000000e-005, 3.97488e-002
-9.720150000000e-005, 3.97488e-002
-9.709750000000e-005, 3.97488e-002
-9.699350000000e-005, 3.97488e-002
-9.688950000000e-005, 3.17086e-002
-9.678550000000e-005, 3.17086e-002
-9.668150000000e-005, 3.17086e-002
-9.657750000000e-005, 3.17086e-002
-9.647350000000e-005, 3.17086e-002
-9.636950000000e-005, 2.36683e-002
-9.626550000000e-005, 3.17086e-002
-9.616150000000e-005, 3.17086e-002
-9.605750000000e-005, 2.36683e-002
-9.595350000000e-005, 2.36683e-002
-9.584950000000e-005, 2.36683e-002
-9.574550000000e-005, 2.36683e-002
-9.564150000000e-005, 2.36683e-002
-9.553750000000e-005, 2.36683e-002
-9.543350000000e-005, 1.56282e-002
-9.532950000000e-005, 1.56282e-002
-9.522550000000e-005, 1.56282e-002
-9.512150000000e-005, 1.56282e-002
-9.501750000000e-005, 1.56282e-002
-9.491350000000e-005, 1.56282e-002
-9.480950000000e-005, 1.56282e-002
-9.470550000000e-005, 7.58797e-003
-9.460150000000e-005, 7.58797e-003
-9.449750000000e-005, 7.58797e-003
-9.439350000000e-005,-4.52250e-004
-9.428950000000e-005, 7.58797e-003
-9.418550000000e-005,-4.52250e-004
-9.408150000000e-005,-4.52250e-004
-9.397750000000e-005,-4.52250e-004
-9.387350000000e-005,-4.52250e-004
-9.376950000000e-005,-8.49244e-003
-9.366550000000e-005,-8.49244e-003
-9.356150000000e-005,-8.49244e-003
-9.345750000000e-005,-8.49244e-003
-9.335350000000e-005,-8.49244e-003
